Name	HUCZ	CBTG	FGWY	KPAQ	OEPG	QAJI
OGIJ	27	7	21	34	8	3
VRQN	92	1	1	2	0	4
ATPJ	98	0	0	0	1	1
QFLS	91	3	0	3	0	3
GDAO	30	35	15	7	11	2
RAGE	62	7	19	3	5	4
JEGD	24	14	17	31	7	7
JDTG	49	16	31	3	0	1
DLLC	92	4	1	1	0	2
OLPF	7	54	28	7	1	3
BDXV	25	46	27	0	0	2
DLNY	29	50	20	0	0	1
FHGQ	84	12	0	2	0	2
ZEBE	52	40	7	0	0	1
IHFV	12	74	5	1	0	8
OQDW	24	44	22	5	1	4
EKHC	74	13	4	8	0	1
EZXR	4	44	48	2	0	2
RJEK	26	53	16	2	0	3
CCXM	46	52	1	0	0	1
NGOR	46	7	43	0	0	4
CXPR	93	4	1	0	0	2
EUEO	29	15	23	8	22	3
ASMY	15	28	2	23	12	20
QZXA	48	3	27	15	4	3
NLEH	7	39	43	3	7	1
GYYJ	26	15	14	40	2	3
RETG	64	18	4	10	0	4
HDIC	0	59	24	14	2	1
TSQB	12	72	6	7	1	2
KGSR	79	12	5	3	0	1
WHUQ	4	28	24	22	4	18
PEYJ	75	9	6	4	1	5
WPBY	80	17	0	2	0	1
IPIT	50	6	3	30	6	5
BCRI	71	17	7	4	0	1
OBNI	30	21	20	21	2	6
LXMY	62	7	24	0	6	1
WWRV	27	0	59	4	3	7
MNWL	31	67	0	0	1	1
AAHB	32	52	13	1	1	1
CDMM	56	31	8	3	1	1
YTUN	52	46	1	0	0	1
KZPN	67	5	12	12	3	1
QVOX	97	1	0	1	0	1
YAYE	78	11	0	3	5	3
AMMI	13	34	29	9	9	6
FPLH	4	75	14	0	6	1
KBUD	32	54	10	3	0	1
GGFB	50	18	14	7	3	8
NHRD	33	38	28	0	0	1
TQYE	45	40	8	4	0	3
YWES	56	7	17	5	2	13
LDBC	84	9	3	0	3	1
HHSF	14	31	36	0	6	13
ZCUM	48	47	0	2	1	2
CVSN	67	1	13	10	7	2
BRUI	65	8	26	0	0	1
OTSU	2	55	35	3	0	5
JZRE	96	1	0	1	0	2
ATPR	78	13	5	2	0	2
OQLO	49	8	25	10	6	2
WIUE	68	5	23	0	2	2
DXSL	28	18	45	8	0	1
SWYD	23	33	10	9	21	4
SVMM	55	17	15	2	0	11
QWCK	80	14	0	2	2	2
PCJF	69	16	9	5	0	1
VSBJ	91	3	1	0	1	4
CQJI	89	0	2	2	0	7
LHBF	10	73	12	3	0	2
NNCY	86	9	3	1	0	1
AGYR	9	61	14	14	1	1
IHFH	1	45	24	5	14	11
QPQG	61	11	6	17	3	2
DETR	61	6	19	2	11	1
DUFK	74	4	0	8	4	10
ZGNQ	48	36	1	0	2	13
WTRR	44	16	2	13	18	7
AQRA	67	27	2	1	1	2
JGWL	23	16	58	0	1	2
CMRB	60	21	0	13	2	4
IMIX	31	27	18	0	18	6
QYOS	15	14	22	34	12	3
HLNL	70	6	17	6	0	1
BYBD	3	90	2	0	4	1
BMYL	99	0	0	0	0	1
ZKIN	75	22	2	0	0	1
YWUD	19	26	28	10	0	17
SNXQ	31	66	1	0	0	2
XWLH	98	0	1	0	0	1
OOED	40	20	25	6	2	7
BXHP	93	4	0	2	0	1
JJCJ	17	40	28	12	2	1
WRWK	18	37	33	11	0	1
WOCO	0	87	8	1	1	3
ZHXV	9	21	41	16	4	9
NEJS	47	29	11	10	2	1
LQSV	86	13	0	0	0	1
SUJF	71	25	0	2	1	1
YAPQ	80	12	0	1	5	2
LECO	7	21	7	13	33	19
QDLY	2	76	1	18	2	1
AIMN	57	33	0	5	3	2
EUWC	71	18	1	3	1	6
CDSD	10	46	9	17	9	9
DZAU	60	36	3	0	0	1
IXPI	54	23	11	11	0	1
UNLU	78	14	4	3	0	1
CWFY	29	5	14	45	4	3
TJEY	28	46	19	5	0	2
OUPF	64	6	3	11	15	1
CIEI	18	53	4	18	1	6
SJQN	9	60	28	2	0	1
FWFU	4	90	1	0	0	5
DWGA	84	14	0	0	1	1
KKFO	78	12	4	0	2	4
VBRY	29	63	5	2	0	1
TIHG	12	12	35	1	34	6
YRNT	42	56	0	0	0	2
IRBR	34	0	30	14	21	1
NEPI	36	60	1	0	2	1
GEHB	7	70	15	3	1	4
YBQS	82	14	2	0	0	2
MBZH	77	16	1	5	0	1
GQIP	43	5	9	37	1	5
CHPH	99	0	0	0	0	1
JUJU	78	1	15	4	0	2
VZKO	90	1	8	0	0	1
BJQN	50	47	1	0	0	2
PFCC	62	9	10	15	0	4
MMVG	84	9	5	0	1	1
XNJM	38	35	0	16	1	10
SVHK	30	22	0	6	25	17
ESID	17	8	71	1	2	1
AUNA	68	4	1	15	11	1
RCVN	10	2	8	53	26	1
WCEN	23	54	0	15	5	3
OTJG	54	43	1	1	0	1
QSDE	35	47	6	4	0	8
URPI	5	48	5	4	13	25
TNOV	99	0	0	0	0	1
PKOW	88	1	2	4	4	1
WRSL	12	77	7	0	0	4
BGSV	15	37	27	18	1	2
GVSD	70	26	3	0	0	1
LYUM	10	53	20	4	5	8
QIKR	13	69	17	0	0	1
CTGD	30	0	46	23	0	1
GTZW	52	15	30	0	0	3
GODC	28	64	0	7	0	1
BORX	12	26	39	19	0	4
SIQT	81	2	16	0	0	1
LUUC	75	22	1	1	0	1
CZLJ	9	33	27	18	5	8
YIPR	21	54	6	3	14	2
QMTA	16	81	1	1	0	1
TZVU	38	23	18	11	8	2
PJGG	29	14	42	14	0	1
XUOC	82	9	0	7	0	2
BCVM	97	1	0	1	0	1
OEYF	21	52	22	3	1	1
QJEO	25	12	62	0	0	1
PQEH	76	11	1	4	3	5
ACKT	4	55	23	3	12	3
AROX	25	12	45	6	6	6
CNVR	49	26	17	5	0	3
MHKL	12	71	3	11	1	2
LXIP	97	0	1	1	0	1
GRKZ	55	16	28	0	0	1
QJQW	4	38	29	3	23	3
KOOT	70	12	11	1	2	4
EMOT	30	36	25	4	4	1
RMTB	47	5	45	1	0	2
YOVY	8	78	2	11	0	1
FNZY	36	17	41	4	1	1
IWBC	14	51	15	16	2	2
EJCL	80	2	17	0	0	1
QGKR	59	15	3	12	10	1
ZSCM	16	55	17	7	3	2
KVKG	49	13	7	0	17	14
ITSV	97	1	1	0	0	1
CRHS	96	2	1	0	0	1
NRFL	85	3	5	4	2	1
IKTD	47	30	18	4	0	1
GETL	90	9	0	0	0	1
KSWU	58	1	6	23	3	9
JXXN	36	25	30	2	5	2
VYES	90	1	7	0	0	2
JBUG	32	24	11	2	27	4
ANVS	99	0	0	0	0	1
WTUJ	66	22	1	3	4	4
TRUS	92	1	5	1	0	1
OCON	24	21	28	21	4	2
ZCYJ	44	27	7	21	0	1
MZKD	13	4	67	7	3	6
CHPQ	93	1	1	3	0	2
JIMN	83	14	2	0	0	1
PKGI	44	52	1	0	2	1
EKZN	72	21	6	0	0	1
CJEU	17	60	4	17	1	1
FYEN	17	1	72	2	0	8
DUWR	17	53	11	0	5	14
IVPT	61	16	9	11	2	1
ZVFN	13	45	11	8	7	16
QRGY	63	18	12	5	1	1
QLEN	39	10	22	24	0	5
BMIT	13	29	13	39	2	4
XQQI	38	56	1	3	0	2
BJFC	8	77	11	3	0	1
PMLB	7	27	29	8	23	6
ZXNX	72	21	0	5	0	2
ZHBG	23	52	20	1	1	3
WYJM	97	1	1	0	0	1
ZVOJ	88	1	1	3	5	2
VDQL	98	0	1	0	0	1
IIGT	22	54	19	2	0	3
KMYE	95	0	1	0	3	1
OQKX	16	77	5	0	0	2
VLYB	78	4	15	1	0	2
EFQW	52	15	28	3	1	1
XQEO	10	74	6	1	1	8
CKEI	89	2	4	0	0	5
IJST	29	23	39	1	7	1
HSCC	6	45	5	42	0	2
BGID	64	23	0	10	0	3
CWIK	39	30	6	12	4	9
CEJW	73	25	1	0	0	1
AAIS	19	75	5	0	0	1
UFSB	69	15	2	10	1	3
QXIP	87	7	1	0	4	1
AFNJ	25	39	7	0	23	6
WKRK	55	44	0	0	0	1
PAMW	72	0	19	2	1	6
CLDU	52	8	4	29	1	6
GKYE	84	10	4	0	0	2
PGII	87	5	1	4	2	1
IEMN	69	0	9	2	11	9
RCWN	26	53	16	2	0	3
JKEU	14	39	32	1	0	14
XUOR	53	44	0	2	0	1
TTSY	87	9	0	0	0	4
LCZP	55	16	12	15	0	2
UOAA	81	11	7	0	0	1
AZOX	30	34	2	1	25	8
HLNL	69	3	7	5	0	16
BHFE	24	49	21	2	0	4
QSXD	94	2	1	0	0	3
QNUM	55	23	13	1	3	5
QJWX	73	15	6	5	0	1
CWTW	12	80	2	2	1	3
WEMB	5	60	1	21	9	4
GOSR	56	4	7	5	1	27
JSZI	53	46	0	0	0	1
ITKW	20	10	15	42	12	1
ZOHF	86	1	11	0	0	2
LLHQ	68	30	1	0	0	1
INQM	75	19	2	2	1	1
HJJP	46	43	1	2	4	4
TDWX	46	10	26	16	1	1
XSBL	98	0	0	1	0	1
IMUN	77	3	4	9	6	1
AVYN	47	24	10	2	13	4
VLBL	87	11	1	0	0	1
UVKC	14	48	20	15	2	1
UFJS	66	29	1	2	0	2
XKFP	10	76	6	4	1	3
FWPY	61	8	3	11	12	5
PYRK	95	3	1	0	0	1
LDTE	22	22	45	0	1	10
UFSN	59	22	1	6	11	1
CWPD	58	10	3	18	7	4
JNLP	87	7	5	0	0	1
SAQI	13	52	1	10	5	19
ABJD	32	41	17	6	2	2
HHON	6	56	24	6	4	4
SFIE	58	22	1	6	4	9
IUSA	7	25	1	5	35	27
HFEV	93	1	4	1	0	1
YFYB	68	22	0	3	0	7
XWMU	6	90	1	0	2	1
ZHFH	48	51	0	0	0	1
IXHB	35	61	3	0	0	1
JHCA	91	6	0	0	0	3
CMEF	54	28	7	9	0	2
NRSZ	1	34	31	25	3	6
VVMN	0	91	7	1	0	1
TZJM	11	33	41	13	1	1
BDJR	64	18	10	2	2	4
KKHT	54	7	12	8	5	14
TPMG	38	39	13	6	3	1
YBOJ	22	8	34	15	13	8
BEFZ	90	7	1	0	1	1
TZLF	14	68	1	0	5	12
JUTS	8	87	3	1	0	1
YBEE	25	8	34	8	3	22
BTRU	83	16	0	0	0	1
LTXT	23	17	47	1	7	5
XICG	31	17	25	12	5	10
JPSI	70	26	2	0	0	2
QOYT	61	9	7	4	17	2
IEVY	36	6	27	18	12	1
BVLL	29	25	28	13	1	4
ADAA	10	17	71	0	1	1
RDSV	1	10	30	8	14	37
NKFP	84	1	14	0	0	1
UFHP	13	75	0	2	0	10
XICQ	95	0	2	2	0	1
FFUJ	7	13	6	7	22	45
AKHX	8	48	42	0	1	1
HCAW	83	13	0	1	2	1
FWLA	7	6	56	22	3	6
LLDD	51	1	25	22	0	1
VZFO	67	25	1	1	4	2
LJJA	34	40	8	15	0	3
WAIF	26	27	7	21	14	5
WEOZ	31	59	9	0	0	1
PQFS	80	16	1	0	0	3
ZKCN	81	12	5	1	0	1
NQSW	40	8	0	19	2	31
CLBN	7	14	10	49	4	16
AEFM	81	0	0	3	2	14
RIIY	18	54	24	1	1	2
UTGB	69	13	13	1	3	1
GLIY	37	6	23	26	3	5
UBUQ	80	4	0	5	0	11
TEGK	64	23	7	1	4	1
ZYMU	71	15	4	7	2	1
UTZG	51	19	6	2	8	14
TDYA	6	33	23	1	3	34
MWVR	34	3	8	22	27	6
ZAIG	35	1	33	6	14	11
BMRW	18	44	10	22	1	5
AZWD	38	42	9	8	2	1
XDKY	9	9	47	8	2	25
BNUX	47	46	5	0	1	1
LQRH	38	32	26	0	1	3
YVQQ	79	12	1	5	0	3
FDKO	27	69	1	0	0	3
JCNA	37	3	9	1	7	43
FQTW	5	92	2	0	0	1
MKSF	78	18	3	0	0	1
DWJT	83	2	3	5	0	7
XXLO	48	40	5	6	0	1
IJCK	88	7	2	2	0	1
PEIR	22	64	12	0	0	2
UMUP	63	20	16	0	0	1
YYXY	79	18	2	0	0	1
CSZT	19	71	3	4	1	2
SGSQ	68	14	11	4	1	2
FTSN	47	7	41	3	0	2
XRJL	83	13	2	1	0	1
EBHX	28	1	16	13	20	22
AIGL	32	10	24	20	9	5
MPGW	83	9	6	0	1	1
ZGLY	98	1	0	0	0	1
EIMS	29	16	35	17	0	3
UMIF	3	22	3	12	11	49
BIFR	6	83	0	2	8	1
BCII	28	63	4	1	1	3
GTHA	20	76	1	0	2	1
QUGF	88	9	2	0	0	1
KMGO	65	1	8	14	9	3
ZMEL	65	27	7	0	0	1
XBDG	40	0	57	1	0	2
TWFN	58	7	26	1	5	3
ARCG	74	16	1	2	4	3
TEDL	24	5	28	35	0	8
ZDCG	60	9	17	7	4	3
PMWA	68	16	0	14	0	2
HRHM	9	9	34	10	8	30
JHQD	9	68	2	16	0	5
RTBW	68	6	24	1	0	1
STMQ	38	19	40	0	0	3
TMBZ	83	6	0	2	2	7
CLJD	90	9	0	0	0	1
BLZC	56	22	5	12	2	3
STXI	18	81	0	0	0	1
YRXR	83	8	8	0	0	1
LOVP	12	86	0	1	0	1
FRYO	71	3	23	0	1	2
IUGJ	54	26	12	4	2	2
GKPM	9	65	9	13	0	4
RDPY	17	26	18	14	16	9
IKYU	77	12	0	7	0	4
WBAG	94	3	0	2	0	1
BSPF	15	76	8	0	0	1
VKPY	5	15	73	2	0	5
ULPB	46	22	20	6	4	2
DKEA	66	9	20	1	2	2
BDGB	82	9	3	1	1	4
MXAW	34	43	11	5	2	5
WZGE	58	26	2	11	2	1
ZVSH	11	69	9	9	0	2
VSQB	68	8	2	3	11	8
SGBO	51	8	35	5	0	1
KWNQ	88	11	0	0	0	1
OEUG	37	30	15	11	5	2
UUHZ	5	40	1	23	18	13
ULHO	43	7	25	1	23	1
QFVR	38	16	41	2	2	1
UMWO	6	81	5	0	1	7
ZLUC	59	18	8	13	1	1
BATR	72	8	9	9	0	2
YDKA	6	47	20	6	19	2
SGJL	14	31	52	1	1	1
ENQJ	28	35	10	23	2	2
GDTO	7	21	30	19	21	2
UYJH	66	12	11	7	2	2
QPWJ	70	5	17	2	1	5
VOWX	74	5	20	0	0	1
EEED	1	67	14	3	8	7
GXWG	87	8	4	0	0	1
RWLO	88	9	2	0	0	1
BWFE	34	30	9	8	9	10
MMPE	92	4	2	0	0	2
LORF	6	7	83	1	0	3
RQHK	20	31	38	4	2	5
JCOK	1	55	6	14	3	21
QMYX	93	3	1	1	0	2
FWUD	20	4	10	38	19	9
FCHF	40	33	5	5	5	12
WBND	6	64	27	0	2	1
JURV	0	72	9	10	4	5
NGWM	25	32	37	5	0	1
WLCK	68	21	1	5	2	3
NCUC	20	70	2	6	1	1
AKCO	87	11	0	1	0	1
MKUC	25	9	26	1	34	5
SZCZ	70	14	4	9	1	2
SKAZ	21	38	25	13	1	2
FHOG	33	66	0	0	0	1
QLWR	70	4	0	14	9	3
SASP	28	5	26	13	8	20
ZMEI	48	21	18	2	8	3
HMQC	32	4	23	26	5	10
PBSW	99	0	0	0	0	1
VQAM	83	0	11	4	0	2
YIYL	7	47	19	18	0	9
DQRQ	21	49	21	7	0	2
PCMN	59	23	10	6	1	1
SVQQ	39	38	20	1	0	2
KEZE	46	15	22	10	2	5
DFKK	77	0	16	0	4	3
SLTJ	87	4	8	0	0	1
LMFB	75	19	1	1	2	2
IKQE	94	5	0	0	0	1
EIBP	91	2	0	1	5	1
PBHQ	24	58	7	1	1	9
BCLQ	8	43	19	12	13	5
YNMT	8	42	38	9	1	2
WWOY	0	57	34	6	0	3
JRDW	79	17	3	0	0	1
CNGO	18	41	22	1	11	7
NWYV	86	6	3	2	0	3
ODCW	81	7	2	0	7	3
OCSQ	85	12	0	2	0	1
CHRB	39	55	5	0	0	1
HNUR	45	13	24	5	1	12
FGSW	36	8	42	13	0	1
YWAC	67	6	5	6	4	12
PMSE	94	3	1	1	0	1
YXQM	7	48	33	11	0	1
NFXO	30	29	37	3	0	1
WFWP	47	7	44	1	0	1
JAHF	37	29	20	11	0	3
JMUM	35	48	13	2	0	2
JAFI	26	72	0	1	0	1
RJKM	51	3	32	5	8	1
DIWL	92	4	1	1	1	1
QJVC	82	14	0	2	1	1
QBTI	10	64	19	6	0	1
RWYS	78	21	0	0	0	1
GXCR	98	1	0	0	0	1
WONQ	44	51	0	0	1	4
DVFD	69	30	0	0	0	1
OYPW	23	13	27	30	4	3
WYBB	83	11	2	3	0	1
YBLB	60	28	7	3	1	1
DCFD	64	12	0	22	1	1
RZIJ	19	50	7	6	2	16
GBZP	71	23	3	0	1	2
GNIW	22	38	13	8	13	6
MSHT	1	90	1	5	2	1
AOVU	81	6	7	2	2	2
WOJK	50	26	17	5	0	2
FVTV	2	87	9	1	0	1
VNBB	45	53	1	0	0	1
TLSZ	28	60	9	1	1	1
JBFT	0	23	39	35	2	1
DFOY	91	0	7	1	0	1
PVCK	50	45	4	0	0	1
SFNY	0	56	5	21	12	6
IBNV	54	24	1	16	1	4
AVNQ	17	42	39	0	1	1
RYNH	79	0	19	1	0	1
KFEZ	81	7	3	4	3	2
JTGO	35	47	9	8	0	1
UBBA	96	3	0	0	0	1
EAGM	92	6	1	0	0	1
FAZE	31	46	18	3	0	2
KCPU	78	18	3	0	0	1
RJGK	6	32	48	2	5	7
LWVN	73	19	1	2	4	1
EQTJ	20	29	15	18	6	12
AJFL	59	33	0	1	1	6
IUZQ	38	10	9	15	20	8
QXJW	64	16	18	1	0	1
ZHEW	10	50	39	0	0	1
HAHA	49	28	10	10	1	2
YNGO	18	68	9	3	1	1
ZDTT	52	41	2	0	4	1
CMRK	65	22	5	7	0	1
LPKU	43	46	10	0	0	1
GKCI	21	33	43	2	0	1
ANML	71	13	10	2	1	3
VOWP	17	22	29	7	2	23
FFSX	82	10	5	0	1	2
UTGG	47	35	0	6	4	8
WAWY	11	7	38	3	16	25
JRGV	85	14	0	0	0	1
XDRX	76	16	6	1	0	1
CPBF	58	34	7	0	0	1
FHCQ	44	41	2	4	3	6
JYXG	90	7	2	0	0	1
SYGF	6	19	36	14	12	13
IECL	94	1	3	0	0	2
SHRY	76	10	3	5	5	1
SVRI	32	32	20	2	9	5
ZZFW	13	5	19	51	1	11
IYAR	47	40	4	1	6	2
OTEU	93	3	1	2	0	1
VAVP	84	12	2	1	0	1
FVEQ	70	28	0	1	0	1
YBJY	98	0	1	0	0	1
NEBR	60	14	13	5	6	2
ISCF	12	58	18	1	3	8
QYBG	48	50	0	0	1	1
EWAR	94	4	0	0	1	1
COGU	9	24	9	56	0	2
MSYS	30	60	8	0	0	2
IHSC	65	9	16	3	3	4
TRTG	83	1	0	8	4	4
BWVU	9	46	32	6	4	3
UMPE	78	20	1	0	0	1
XAXY	16	62	15	2	1	4
MFWV	65	27	2	4	0	2
GOEF	36	8	37	16	2	1
ZPWV	51	38	3	1	3	4
RCRC	6	66	5	5	5	13
TYUU	87	12	0	0	0	1
PSQT	28	22	42	6	1	1
LQSC	53	24	5	10	5	3
MDMM	99	0	0	0	0	1
CESX	6	93	0	0	0	1
XYVJ	25	23	48	3	0	1
PQKH	54	12	9	7	6	12
ADSN	92	2	2	3	0	1
BNPS	81	15	0	1	2	1
WCWE	53	10	19	4	4	10
MUQM	61	29	6	1	1	2
SJAM	96	1	2	0	0	1
AXVP	19	14	38	12	3	14
NWPM	98	1	0	0	0	1
YPXV	8	51	8	12	20	1
RJDK	42	37	20	0	0	1
LWPL	88	2	5	0	1	4
AFKI	42	2	28	22	1	5
JEUH	40	48	2	8	0	2
BCLY	52	21	9	10	0	8
JNRS	26	71	0	0	0	3
PJYC	88	7	1	2	0	2
OEMU	24	75	0	0	0	1
YBSY	97	2	0	0	0	1
PQXV	10	19	45	15	5	6
CZFU	60	36	0	3	0	1
POGS	56	33	10	0	0	1
MQKD	8	68	8	11	4	1
LSBG	15	54	14	1	8	8
UDMU	84	2	5	3	3	3
AXCD	86	12	0	0	1	1
DYXM	44	48	7	0	0	1
JIKQ	22	38	10	5	2	23
RRUF	76	16	1	2	4	1
XHWF	16	82	1	0	0	1
PHSP	87	2	1	0	0	10
DKRP	88	8	3	0	0	1
DXEG	30	6	3	0	22	39
FEEL	92	7	0	0	0	1
KBUP	9	67	13	0	10	1
DIKE	40	44	7	4	2	3
YJAP	54	39	5	1	0	1
YSMV	21	18	48	5	2	6
ROVL	65	9	3	21	1	1
ZATL	94	2	1	1	0	2
WUNY	79	3	15	1	0	2
MICE	38	0	23	31	0	8
QNST	45	33	3	15	3	1
DNTC	35	53	11	0	0	1
VTTQ	54	0	43	1	1	1
PVQT	4	13	31	43	7	2
ODIX	77	22	0	0	0	1
OKYH	20	37	16	14	0	13
GZZS	79	16	0	2	0	3
GJLQ	70	15	14	0	0	1
HXZU	34	51	12	1	0	2
QHPE	34	32	2	3	24	5
WWJO	90	1	8	0	0	1
RYSL	33	55	8	0	2	2
CMQF	84	6	5	1	1	3
KCAZ	55	26	13	0	3	3
LTAT	81	6	5	1	2	5
OFZU	48	12	34	5	0	1
FRAX	99	0	0	0	0	1
JSKC	74	6	6	3	4	7
QIRI	80	13	0	0	0	7
IPPU	10	54	34	0	0	2
NNTL	85	3	4	0	3	5
ALMS	48	11	35	1	3	2
YWWJ	89	10	0	0	0	1
IOPU	14	21	56	7	1	1
QEMK	92	6	0	1	0	1
QPDK	93	5	1	0	0	1
NDQT	2	23	22	4	23	26
WGHG	82	12	2	0	0	4
DNYD	14	77	3	4	1	1
VXQT	79	2	11	2	3	3
DWDG	12	75	3	3	5	2
HKUL	93	4	2	0	0	1
RKAS	33	16	12	18	3	18
VCLE	60	18	0	7	5	10
YWKC	84	12	0	0	1	3
FKZY	98	1	0	0	0	1
QKOW	99	0	0	0	0	1
IDVI	39	37	8	12	3	1
CPOF	57	8	31	0	0	4
EXCN	52	31	8	3	5	1
UBWT	39	25	18	14	3	1
OXAJ	58	7	33	1	0	1
LLVJ	99	0	0	0	0	1
EVPE	83	16	0	0	0	1
CJFD	68	24	1	2	0	5
BUIX	54	45	0	0	0	1
BLBX	16	72	10	0	0	2
JJBA	68	1	13	15	0	3
EHTC	14	56	24	3	2	1
FGHQ	88	9	0	1	0	2
REEI	22	25	40	10	2	1
CBCH	48	36	12	0	3	1
FZIK	10	57	4	20	1	8
STMH	96	0	3	0	0	1
ZVCL	32	21	32	10	2	3
QYTO	80	15	0	4	0	1
UGCO	19	42	7	0	2	30
MVCB	30	49	0	17	1	3
RURZ	71	11	3	7	6	2
JEYS	25	9	27	7	16	16
PLQO	23	22	14	9	29	3
JOQB	54	45	0	0	0	1
ZUNS	37	43	14	5	0	1
CTOY	64	4	5	11	6	10
PCOJ	74	12	6	6	1	1
EIPZ	22	70	0	3	2	3
ZXBZ	82	7	4	1	2	4
JKYM	86	1	7	5	0	1
NPAB	23	42	26	5	2	2
GDNQ	88	2	7	0	1	2
IQHD	95	2	2	0	0	1
ARLM	37	20	27	8	6	2
JYRN	21	18	52	1	0	8
ZSNS	79	14	3	1	0	3
ZJQL	5	11	12	52	18	2
BTUE	0	33	23	14	7	23
WVLB	28	56	9	0	2	5
XHWU	93	0	0	4	0	3
FYXN	35	31	10	19	2	3
GUSE	37	29	14	13	3	4
VYCW	84	0	11	1	1	3
BHVR	10	29	8	7	17	29
JILY	73	13	5	3	1	5
SSXK	36	15	30	4	11	4
CJCV	82	1	0	4	6	7
OORJ	4	21	7	5	21	42
AWEP	46	26	23	0	2	3
NRXP	4	81	8	0	5	2
HNNJ	90	4	5	0	0	1
NIRR	29	20	46	3	0	2
ONXP	0	80	10	5	2	3
PZNV	80	0	8	9	1	2
VRZS	63	23	9	1	2	2
XWKQ	67	14	8	0	5	6
XRNS	81	7	11	0	0	1
HSNR	26	35	27	1	10	1
KWWG	91	6	0	1	1	1
EYIC	36	51	6	3	0	4
BCVP	76	6	14	1	1	2
EGPX	92	4	1	0	0	3
QRUU	60	7	24	6	1	2
NFIS	17	62	7	8	0	6
DVCQ	42	30	2	24	0	2
BHAT	61	11	19	7	1	1
JGMR	84	0	13	0	0	3
HMBV	54	13	18	5	2	8
AAGG	72	18	7	2	0	1
JUPB	2	33	59	0	2	4
NMZC	76	2	7	12	1	2
IGTT	16	22	2	39	17	4
PCOV	88	2	5	2	1	2
OGLS	91	4	4	0	0	1
HYGD	90	9	0	0	0	1
TQPI	99	0	0	0	0	1
VRPV	53	13	20	10	2	2
AQIF	84	1	5	7	2	1
OLFQ	65	16	13	4	1	1
YGGB	19	46	21	0	5	9
HMKZ	53	6	13	4	19	5
DNUM	93	1	3	2	0	1
SFAD	7	66	11	10	3	3
IYLT	58	32	7	0	0	3
IPXB	29	36	23	7	1	4
BLHA	45	11	30	12	1	1
JEKR	54	39	4	2	0	1
JJYA	79	17	3	0	0	1
ZRXN	45	25	12	6	2	10
FINF	4	65	28	0	2	1
XRAB	43	16	13	8	4	16
IBQM	8	16	62	10	0	4
YWSX	24	13	39	9	10	5
RDIG	7	44	45	0	2	2
JXGQ	18	13	16	4	14	35
PTGI	39	19	18	23	0	1
FZKW	42	2	34	14	1	7
XCZE	54	3	24	8	9	2
AIRO	68	5	23	0	2	2
LITA	82	1	0	12	0	5
ENMF	0	54	1	14	0	31
HLFE	76	22	1	0	0	1
TQHG	96	1	1	0	0	2
KXGX	12	71	1	6	9	1
IVID	53	16	5	15	6	5
KHPV	50	19	12	5	1	13
SYOC	79	17	0	2	0	2
TKIK	9	35	55	0	0	1
JPCY	9	34	47	9	0	1
SOKW	50	42	5	1	0	2
KGAM	89	9	1	0	0	1
GAFF	82	6	9	0	1	2
ZTVE	24	61	14	0	0	1
BWXM	66	25	8	0	0	1
PXSF	1	67	6	15	10	1
RNTB	8	43	9	30	5	5
QFAF	53	17	24	5	0	1
HTJL	26	17	24	6	3	24
YTTD	98	1	0	0	0	1
IZUK	29	64	1	1	1	4
XKJI	40	8	7	40	4	1
PGGN	61	35	1	0	0	3
VMGI	35	17	17	15	14	2
TWML	28	68	3	0	0	1
UPJP	99	0	0	0	0	1
TVJX	9	5	76	3	5	2
DOBC	97	2	0	0	0	1
IEYH	63	3	3	16	9	6
RFMD	50	5	11	21	8	5
NVUK	55	43	0	1	0	1
TSQL	35	37	2	12	1	13
BLFH	78	12	4	1	0	5
JZBY	82	6	3	6	1	2
GYPZ	17	74	1	2	5	1
ZFWX	8	1	0	18	14	59
MGBF	98	0	1	0	0	1
WVWH	17	50	0	27	3	3
MBGH	11	38	35	7	0	9
GLXB	93	4	0	2	0	1
NAYH	13	34	6	12	18	17
ZSBG	89	2	4	2	0	3
YEDP	53	25	6	9	2	5
XVXG	15	31	5	22	22	5
QFYW	18	68	12	1	0	1
ZZOQ	60	16	11	2	7	4
KXMK	97	1	0	0	0	2
QTOR	14	36	20	24	1	5
FCZH	71	24	3	0	1	1
TGFM	73	25	1	0	0	1
JFGK	77	21	0	0	1	1
FHVD	22	60	2	4	1	11
RCFQ	59	26	13	0	1	1
FEAP	93	3	3	0	0	1
AUIA	88	5	6	0	0	1
UQAL	32	29	33	0	3	3
ISQP	54	21	23	0	0	2
YPJK	24	12	11	5	24	24
UQFT	75	24	0	0	0	1
ZUWP	72	23	4	0	0	1
ZLGW	7	66	10	16	0	1
QKKW	26	15	54	0	2	3
JPYQ	97	1	1	0	0	1
FJWN	56	31	10	0	2	1
HYON	34	53	0	12	0	1
HCNR	65	22	5	3	4	1
KJLT	5	8	27	11	29	20
CCVR	4	5	47	28	2	14
XWGD	61	38	0	0	0	1
WOSG	14	8	60	7	9	2
GNWL	19	12	15	49	4	1
VPBL	13	1	42	20	14	10
RGTM	98	1	0	0	0	1
XWZS	89	6	1	1	0	3
HMRC	92	5	0	2	0	1
ULKR	73	18	4	0	0	5
DUNI	22	59	9	3	0	7
XDSL	25	63	10	0	0	2
YOIB	34	2	39	10	0	15
FFDH	22	61	7	0	5	5
PZGX	60	24	10	1	4	1
FJEO	78	11	7	2	1	1
WBLM	70	24	4	0	0	2
