Name	TMPQ	KLVF	CPJM	XGUX
LNWK	10	21	48	21
EUWI	94	3	2	1
AOZV	40	35	13	12
MUTD	96	3	0	1
ZOLJ	17	9	72	2
YXCX	23	39	34	4
KYWM	17	77	4	2
YLOS	9	88	2	1
TDHD	29	48	4	19
FLZT	51	42	0	7
QWXE	7	58	1	34
VXQU	0	22	2	76
DWRC	14	85	0	1
UVUY	82	13	0	5
NWSR	7	66	8	19
ORNA	33	61	5	1
FQJH	46	8	4	42
OIRJ	86	12	1	1
BDFG	90	8	0	2
BXDY	50	35	8	7
FDBU	8	21	41	30
EKQJ	58	3	37	2
NAHF	82	8	4	6
NHTL	4	61	5	30
SFJY	43	28	10	19
FQOU	65	9	22	4
SPWI	77	7	8	8
WWSR	25	7	45	23
VHJA	59	18	10	13
FHKD	58	26	5	11
KSLE	19	50	25	6
SWCH	32	40	23	5
JQGE	40	40	7	13
IFTB	82	7	5	6
HMEE	69	7	11	13
DHNB	47	44	1	8
KGTH	84	10	4	2
QDZE	94	5	0	1
NRCJ	22	24	23	31
KYCQ	37	23	9	31
JTDY	83	3	12	2
YZUZ	75	17	5	3
IFAT	27	26	28	19
PLRG	52	33	0	15
IRQM	26	43	9	22
KVGC	72	5	13	10
SHKM	62	30	0	8
SBWC	99	0	0	1
HLRH	53	42	3	2
HDNM	10	30	53	7
JTQO	16	2	73	9
DHUX	90	8	1	1
QUJH	95	2	0	3
KOVE	30	67	1	2
EWZN	45	11	15	29
HFOV	59	35	1	5
EXKQ	0	0	68	32
JDFD	80	15	4	1
FVJW	6	46	46	2
KUJL	68	8	7	17
OVLJ	67	31	0	2
QKOH	96	2	1	1
TTJR	43	21	3	33
KEZN	37	12	38	13
CAEI	75	9	13	3
IUUD	82	13	2	3
LUOC	76	4	13	7
BAUG	88	2	1	9
QMVH	75	12	7	6
JJZF	35	62	1	2
ZONP	63	19	17	1
JKLP	0	9	5	86
AKBW	14	57	20	9
HZVB	24	1	3	72
LOXK	22	18	3	57
LGQG	69	5	6	20
BKST	40	28	11	21
ZXIF	29	51	13	7
PSOK	50	46	3	1
VOEU	85	0	8	7
DLPL	48	23	6	23
PDHV	54	31	7	8
QOFY	50	19	26	5
OCWE	25	22	12	41
VNZO	47	42	9	2
MTTV	28	31	40	1
OGOY	24	36	7	33
ZZWI	61	28	6	5
JTGF	14	0	64	22
QIHB	87	8	0	5
VLCF	95	4	0	1
VIFA	82	0	15	3
NDFW	7	25	9	59
ZNPD	42	13	42	3
XGWJ	84	0	2	14
OTDR	86	7	3	4
LAFI	96	3	0	1
FCFU	35	1	53	11
XNCN	61	2	34	3
BIQZ	1	66	30	3
KCFF	72	17	5	6
MJVM	34	54	8	4
EROM	1	34	42	23
FBDG	49	29	8	14
ROIY	22	13	52	13
AAPQ	37	18	19	26
DGBH	23	15	55	7
RCMZ	32	19	8	41
ABZG	5	15	63	17
UMND	65	32	0	3
RZWQ	6	20	4	70
UBZG	38	29	0	33
MVYX	89	6	4	1
YQKI	11	57	11	21
TOEP	27	55	0	18
CQJG	6	10	20	64
ZZZR	69	24	2	5
ROFT	29	10	42	19
JLHY	56	31	0	13
NVRC	71	28	0	1
FPQV	51	36	12	1
QLRL	87	0	1	12
ZYVZ	60	12	21	7
EBIM	40	13	21	26
EHOZ	78	20	0	2
ZPYU	41	43	11	5
AQNS	65	32	1	2
WWDC	67	20	0	13
NHID	52	23	10	15
DCLC	13	56	0	31
IXFF	57	1	6	36
KVUT	29	66	1	4
LLWC	28	30	18	24
HPRX	24	21	49	6
OBPN	26	37	20	17
ZXXC	59	35	0	6
MNJF	56	5	26	13
ROZW	22	45	0	33
HOHI	75	6	16	3
TFFA	42	43	6	9
NZAR	55	14	25	6
BHRR	15	18	59	8
MQRB	92	4	2	2
JPUV	63	9	20	8
IDFD	37	14	6	43
PZER	25	15	13	47
HQRP	3	94	0	3
OOZM	22	60	3	15
JGVX	7	8	62	23
DMNU	98	1	0	1
QMJR	32	31	2	35
ZCGP	28	34	28	10
PFQD	44	53	0	3
TITE	10	43	7	40
DDVB	22	27	47	4
BPVX	31	7	22	40
DPIU	61	37	1	1
GWQO	78	14	7	1
EQMF	98	1	0	1
ZLOB	13	72	7	8
PVGD	85	13	1	1
TLKM	51	29	17	3
GFNL	68	1	28	3
ZIRI	19	42	5	34
ETTM	14	1	56	29
BJKY	79	5	6	10
FCSM	30	67	2	1
FBPL	78	13	5	4
MOUR	34	32	19	15
RRAJ	59	8	5	28
VCNW	77	11	9	3
GYWX	55	17	26	2
SDAJ	40	3	33	24
UPHL	78	18	2	2
LSCS	76	13	4	7
YCOA	11	73	3	13
QYTU	8	58	32	2
NZAE	15	50	0	35
NFLZ	65	8	21	6
GUEU	83	9	6	2
AMIH	22	26	9	43
RNRS	20	47	29	4
TBNP	96	1	1	2
WDAL	57	18	9	16
DPAG	8	15	38	39
MRXX	25	63	10	2
STHL	65	31	1	3
SQEW	17	27	8	48
IIVR	89	8	1	2
XRLD	42	23	8	27
JQSS	53	28	2	17
JSAX	54	41	2	3
YVJX	84	5	1	10
JBGJ	4	30	52	14
CWIG	48	12	14	26
AMEQ	71	0	28	1
PVTJ	90	0	9	1
VBFP	6	8	85	1
PLIM	29	24	12	35
WRRB	66	2	29	3
JFHD	33	12	43	12
FNAD	22	64	3	11
UDRL	14	31	23	32
BVDL	65	24	7	4
DBHG	1	4	46	49
WXLS	90	2	2	6
XIJB	52	0	4	44
OAQN	71	14	4	11
JDSR	49	3	4	44
LSXF	78	16	5	1
FFSG	15	4	12	69
NUJD	68	20	6	6
BRSI	52	9	20	19
UTBK	12	24	28	36
PLWT	23	13	23	41
VYHO	45	7	41	7
IIOU	44	29	11	16
BEXG	57	16	11	16
LRVA	78	15	6	1
INKL	44	11	10	35
SLTB	5	62	14	19
KMPR	75	0	13	12
GYMR	79	19	0	2
GMNR	43	54	2	1
VEJZ	31	13	18	38
TDEN	72	27	0	1
EFJA	67	11	1	21
OXUR	25	64	5	6
ZGKQ	70	13	9	8
IGRL	83	3	6	8
VHDB	98	0	0	2
GEQT	61	35	1	3
GOIB	33	58	7	2
XUXA	51	22	22	5
YRPV	13	50	27	10
PQPH	52	17	22	9
BTWC	53	14	2	31
RIKN	34	46	18	2
NGBM	86	3	3	8
MBYM	33	35	20	12
YTUU	49	4	39	8
ABYZ	16	63	5	16
IFIU	88	10	0	2
JOUR	11	37	30	22
SYPF	76	10	10	4
PPSW	61	2	18	19
FCMS	50	1	7	42
WPSL	68	17	8	7
FZDJ	65	9	8	18
DIUK	31	35	25	9
PQYH	78	13	1	8
LIYP	39	25	30	6
IXTC	87	2	4	7
QOMY	80	3	1	16
USIE	51	19	8	22
YTEX	96	1	2	1
QETG	83	8	7	2
LAIL	32	25	41	2
BMIZ	43	5	34	18
PQLX	1	56	16	27
DOEX	80	12	7	1
JSSZ	66	10	8	16
RATE	3	29	60	8
HWYN	28	6	2	64
OIJV	92	3	1	4
LDNN	75	24	0	1
TQAT	78	7	13	2
QRSZ	26	36	32	6
SGJN	52	45	2	1
JIDT	90	0	2	8
WFRH	32	12	29	27
GYTN	77	2	19	2
QRVR	90	4	4	2
WEZF	4	85	4	7
HWAW	24	53	17	6
MASY	31	23	22	24
IPAT	82	16	1	1
QHCA	65	17	0	18
BRBH	28	8	59	5
BTQN	40	9	8	43
QDSP	7	23	38	32
OZMF	99	0	0	1
OYWP	20	60	8	12
JQRA	22	42	9	27
WKGK	73	14	0	13
EJKP	24	33	20	23
RPBH	42	15	22	21
VTYF	41	43	4	12
NBOW	70	9	14	7
PGUG	14	55	12	19
OMAZ	30	66	2	2
BPTU	27	53	0	20
RHFI	79	15	3	3
IWSN	14	67	2	17
JGBH	62	4	8	26
HXGC	79	12	4	5
LVBL	57	28	13	2
YPYJ	91	6	0	3
PHLE	16	47	25	12
ISNQ	60	31	3	6
JZFA	14	16	61	9
BRCO	12	16	30	42
RCYS	39	1	40	20
QVYQ	2	74	2	22
DOUZ	86	7	3	4
PSIT	54	16	16	14
QIPB	38	17	29	16
POYF	76	17	5	2
DHJD	43	44	12	1
CIPG	66	29	0	5
JPYW	67	3	0	30
NIPQ	48	23	15	14
ZVTC	80	16	1	3
LZQC	57	27	8	8
ZZUS	41	34	5	20
ZZJC	59	30	7	4
YUMY	31	27	5	37
NVDW	6	58	33	3
QHTC	48	25	14	13
JUYB	87	4	8	1
VKAF	5	77	9	9
EEEG	23	28	22	27
EQWJ	96	1	1	2
RPAC	24	8	39	29
ZOWL	8	13	52	27
LDRA	80	7	6	7
DPVG	12	5	15	68
ECSX	1	63	5	31
UACV	70	28	0	2
PHVD	22	62	11	5
MFJE	90	8	1	1
AEWD	4	37	49	10
MDNC	50	25	15	10
DOEC	44	16	20	20
HACX	25	34	27	14
WJTC	75	15	7	3
VGRR	55	15	4	26
DHBS	29	6	23	42
QEBL	59	1	29	11
DTFU	93	1	3	3
UUZT	90	8	0	2
IMLX	94	2	0	4
TAEY	36	19	10	35
FSRE	57	1	29	13
MMWQ	17	45	13	25
NCZK	21	6	23	50
RPOQ	64	20	6	10
SAVO	87	4	4	5
BIPI	84	9	5	2
AOHU	82	14	0	4
YFOE	21	73	3	3
CCNY	45	15	31	9
LBBH	20	65	6	9
UJBJ	48	25	17	10
BHWV	78	4	13	5
VGKR	42	57	0	1
FCKK	30	3	39	28
NFMQ	97	2	0	1
WMUT	42	53	0	5
VQCR	10	0	56	34
UQQU	81	8	6	5
HRZE	45	2	27	26
BKFV	40	37	21	2
TQXZ	6	86	3	5
LHSF	3	92	3	2
OVVE	31	39	17	13
VUOZ	88	6	4	2
GXWS	38	42	0	20
ASUT	54	9	30	7
JHZK	8	70	10	12
OJQC	5	34	56	5
VJAE	38	38	5	19
KWNQ	27	52	11	10
DBKU	37	48	7	8
NOOU	77	6	11	6
NFPI	31	6	11	52
JUOE	57	26	16	1
KMUV	4	89	3	4
IGIR	59	18	7	16
ULKP	34	34	28	4
QXIZ	63	13	18	6
GVPU	16	45	4	35
CUZT	34	17	9	40
ZHQS	65	30	2	3
IEOG	8	5	66	21
OLVK	55	29	1	15
KSXL	90	2	5	3
RKWZ	25	52	15	8
QRGZ	49	11	37	3
RBOB	47	17	19	17
IDIU	59	4	20	17
OTHT	67	27	4	2
URGV	35	5	57	3
UPLB	43	8	36	13
RIJK	86	2	3	9
GOFR	58	5	1	36
XZFV	38	16	40	6
JIGD	25	43	17	15
OXSE	97	2	0	1
LXIV	66	11	11	12
DBEU	95	4	0	1
PFGB	88	10	0	2
ADHP	59	31	7	3
RMNP	33	9	28	30
BXAS	91	3	1	5
HBIH	67	22	10	1
RMCC	92	4	1	3
UAFB	58	33	4	5
OREQ	76	8	8	8
IFIZ	49	3	35	13
BYIX	7	71	21	1
ZKNK	53	4	10	33
WVQI	56	33	7	4
KERX	31	26	14	29
GUDL	53	31	12	4
BXDN	3	46	29	22
GQFG	28	21	23	28
KRQY	32	2	42	24
UQAT	38	40	16	6
QKZA	42	28	23	7
XNVN	27	9	9	55
NMRA	7	81	10	2
CMMF	62	4	10	24
GDTR	82	15	1	2
GGGW	80	13	3	4
EVKB	91	4	1	4
EISH	78	19	1	2
XMUU	38	30	21	11
JBWL	28	37	9	26
GLEH	19	27	49	5
RCES	62	2	2	34
UAJA	93	0	2	5
TLBL	18	67	12	3
TNPQ	96	3	0	1
XOAP	56	27	3	14
KQCT	43	33	13	11
ANKJ	42	54	1	3
ACWA	51	5	41	3
OPCR	10	12	70	8
MILJ	47	7	15	31
VZRT	23	19	41	17
AEHO	1	44	49	6
LEOB	51	14	29	6
BACI	45	35	11	9
FZZY	80	2	3	15
DEGH	84	3	7	6
KUDC	68	0	1	31
DWIZ	84	7	7	2
YOLU	60	6	27	7
FHPF	30	49	6	15
AITR	6	28	40	26
FZGU	63	19	1	17
CQZY	65	14	3	18
PVNG	6	69	5	20
MNWJ	30	50	2	18
OOHU	19	13	50	18
PFZZ	62	27	1	10
QPGR	30	8	24	38
MGLA	56	17	19	8
LJKI	79	19	1	1
CREM	24	34	0	42
QNGL	0	13	73	14
XPSZ	61	28	0	11
IWUQ	76	0	3	21
VPQV	78	12	5	5
YCFB	66	13	17	4
SEOO	25	65	5	5
TRIE	22	36	32	10
VKVM	42	50	6	2
YQPF	57	12	30	1
NNYY	32	15	30	23
SFBN	15	49	3	33
XHQO	8	71	2	19
RJPG	52	1	37	10
OYJR	58	23	3	16
EKGX	23	15	6	56
FUZG	28	50	0	22
IZQM	50	42	6	2
EISU	19	64	2	15
GSVO	1	87	8	4
XKRW	57	0	20	23
OQZG	33	49	4	14
ZSEB	71	9	19	1
BNCA	41	55	3	1
BDSG	82	5	5	8
OZQY	84	6	5	5
STOW	4	90	1	5
AQNH	54	33	10	3
WPVE	7	50	21	22
MHZN	42	46	4	8
TODW	95	1	1	3
UNEJ	99	0	0	1
MEYH	57	24	13	6
JVTT	84	1	3	12
MPJQ	13	75	3	9
CJLP	34	31	2	33
BQUC	88	5	6	1
CAGW	22	55	8	15
TJCC	30	8	20	42
YVTW	79	16	2	3
VNRG	9	57	10	24
EZRZ	65	8	10	17
OCTX	15	75	3	7
ZIMA	35	48	2	15
VBFC	63	21	3	13
NOPD	8	5	48	39
KKDR	89	10	0	1
SZZQ	91	0	7	2
EFFT	87	2	4	7
XMWA	64	4	1	31
OEUB	82	14	2	2
YIJL	81	14	0	5
BGLS	52	18	9	21
IKKF	88	2	4	6
YGQG	80	6	2	12
VEOC	26	21	13	40
WVHB	44	15	34	7
FLHD	74	19	1	6
TJWY	59	3	37	1
CTFA	41	55	1	3
BWQG	9	6	40	45
PCDL	92	5	2	1
VIDB	58	38	0	4
VSDR	21	21	45	13
CBBA	32	39	4	25
ORWQ	66	25	1	8
GSNR	42	15	11	32
KCYV	2	18	19	61
EMPX	79	14	3	4
BCKP	6	52	11	31
QGKX	17	75	4	4
ZQAU	1	51	32	16
ZDFH	39	55	2	4
FHTW	4	64	6	26
QCBJ	69	30	0	1
VNXW	28	50	4	18
VPCU	18	67	0	15
YFHR	64	32	1	3
ZRBD	23	25	16	36
OYLI	52	43	0	5
PHLD	21	10	24	45
SRCW	84	2	9	5
WTRB	7	28	53	12
WWSB	36	57	2	5
QRMR	91	8	0	1
XWOL	77	2	6	15
ZYHK	17	51	21	11
ETGL	60	13	20	7
LTBW	23	5	4	68
ZQFY	25	25	48	2
XDQH	21	42	31	6
XLRE	27	44	13	16
YFFI	54	28	8	10
CMPN	2	22	0	76
IBLX	28	50	5	17
PQDK	81	16	1	2
HKRY	45	33	1	21
LZQS	72	13	11	4
RATE	30	60	6	4
JFGZ	91	1	2	6
OBXT	73	25	1	1
BYPO	62	35	2	1
BVFO	21	36	40	3
PJFN	1	90	8	1
FKZO	40	45	12	3
YSZZ	53	45	1	1
CEQR	93	5	0	2
JBLS	73	10	16	1
RSGS	5	87	6	2
OPAF	17	1	10	72
DGOR	48	17	17	18
EPVC	18	49	28	5
INVR	37	57	1	5
ZTHM	5	71	13	11
OPMT	70	5	5	20
VWAG	3	43	26	28
DKQW	31	68	0	1
CEOU	10	78	1	11
NHFL	59	38	1	2
ZIIM	41	37	11	11
RVLJ	46	41	11	2
IQQT	75	8	8	9
LYYP	31	5	19	45
PVVL	50	43	0	7
CHJX	36	44	8	12
JDLQ	9	24	13	54
QPRV	58	4	21	17
KJXC	54	9	3	34
APXZ	89	8	0	3
IGVK	66	3	2	29
UNYF	81	2	15	2
GDPX	75	14	7	4
YMUV	47	17	12	24
NNRF	53	45	0	2
JWLX	2	48	30	20
WYWT	10	13	59	18
MIBD	16	47	15	22
TBOF	76	17	2	5
ZHAH	13	55	28	4
HEZT	8	3	4	85
OXCJ	17	47	0	36
FQBJ	39	53	4	4
UWSG	75	8	15	2
QWLZ	50	44	1	5
DBKC	52	17	6	25
DMVP	16	22	45	17
RZXT	75	7	8	10
HHMI	71	4	22	3
BQKR	68	26	0	6
OQHW	50	20	20	10
JXRP	6	15	78	1
XOFT	60	29	9	2
UYTV	22	22	4	52
WLXM	45	36	1	18
IQWG	88	9	2	1
JUSR	97	2	0	1
BEXC	7	21	56	16
SNBH	11	53	18	18
MTDP	51	43	3	3
YJMS	95	4	0	1
DAEG	37	57	4	2
GZKJ	42	18	23	17
CVZT	18	33	43	6
APBM	2	55	5	38
VKJD	30	25	25	20
MXAT	68	22	2	8
TSGC	57	42	0	1
NNYT	51	25	2	22
LCUJ	35	42	9	14
OBGD	94	0	3	3
XYAN	69	20	2	9
XVJL	57	12	9	22
XKJU	85	6	0	9
UGKI	5	77	3	15
RZZQ	97	0	1	2
PXGV	85	12	1	2
HKXU	37	7	38	18
QXIC	55	24	2	19
RQEQ	85	1	3	11
VKVP	4	66	8	22
MCZA	61	20	9	10
VMOR	69	15	0	16
BQNK	69	14	15	2
HCEZ	77	7	7	9
ZBEI	43	22	5	30
UJCY	2	62	30	6
DPYE	57	7	27	9
UHEJ	20	29	10	41
ZUAV	20	3	65	12
LJJG	10	80	2	8
GLMR	84	1	2	13
MGVF	13	60	5	22
TAZF	3	91	4	2
PCCV	59	40	0	1
GPXM	28	35	19	18
WSRJ	28	4	34	34
OEQB	34	41	16	9
JKAB	94	2	2	2
IJWG	8	40	12	40
QYTV	20	55	22	3
IHWT	88	3	0	9
YLTG	36	2	55	7
FWKI	1	82	8	9
IVDF	62	10	25	3
FXFD	94	4	0	2
CEIB	18	54	11	17
XCZS	39	21	18	22
BIME	85	5	0	10
LSOG	2	11	61	26
ONCK	27	62	0	11
RBHV	17	9	29	45
TDMF	90	4	0	6
OSZC	39	1	39	21
LUUE	54	32	5	9
OXHD	50	18	12	20
HFJR	26	44	21	9
PBBC	65	19	15	1
UDIW	82	7	2	9
HNRQ	41	1	9	49
GECK	9	69	6	16
NQKD	42	55	2	1
STBX	14	33	40	13
TZGR	94	0	0	6
SRBV	57	22	7	14
XYSO	79	14	1	6
NYTK	45	20	19	16
TQTH	63	14	11	12
FWSD	59	10	25	6
YJHW	42	29	23	6
UIII	68	15	3	14
AMHM	79	9	11	1
AHOY	13	74	8	5
BZKF	44	26	17	13
PMOA	85	10	4	1
HKYY	90	2	1	7
JLRU	79	18	2	1
BSXH	65	5	21	9
JXDG	1	63	15	21
ATLY	73	26	0	1
XQAF	58	20	15	7
NTKQ	59	27	7	7
TQTF	57	9	32	2
NUSX	62	28	3	7
SFWB	88	2	1	9
CXBB	64	1	29	6
ETPL	97	2	0	1
CSTE	76	18	2	4
VIIY	74	9	13	4
ONPS	49	19	20	12
TRDY	19	9	24	48
BCMQ	85	1	8	6
MDXC	38	48	3	11
PSDX	67	0	20	13
FASM	50	31	6	13
BPGP	67	1	24	8
FWHX	28	12	2	58
KRPC	60	15	3	22
YAAN	9	65	22	4
CTEJ	43	16	18	23
NRNS	73	13	5	9
WVAK	84	9	5	2
ICJX	25	13	5	57
PFBP	31	61	1	7
DDOW	88	7	4	1
ABKW	87	10	0	3
FADG	14	6	60	20
QULE	10	32	54	4
MMDK	61	9	22	8
RMOY	97	2	0	1
BZAJ	39	0	24	37
EYIE	81	7	5	7
JCRU	23	72	2	3
PGLG	54	16	16	14
OOHE	15	38	27	20
ULUS	35	34	8	23
NUGU	85	3	3	9
JWET	98	1	0	1
SODW	64	31	3	2
JBAR	92	7	0	1
RWBW	40	17	2	41
MFMS	10	21	10	59
RCKE	72	3	1	24
WRWS	67	20	1	12
TGDY	36	45	13	6
ACWP	44	22	8	26
JREO	62	18	13	7
YPMF	77	12	8	3
EFET	66	31	2	1
ZITT	53	20	18	9
AOPH	72	22	2	4
ASEB	13	39	39	9
QQSP	17	75	6	2
XSWU	47	28	9	16
IKUC	5	1	86	8
AXYB	72	9	2	17
NZRN	46	47	2	5
SADJ	52	39	1	8
WTMG	26	7	47	20
HJZC	43	52	3	2
SUOL	58	29	4	9
SEGA	64	1	21	14
JRSN	20	63	2	15
ELUL	22	33	9	36
QSLA	97	2	0	1
GPXY	10	67	3	20
OGGQ	4	7	84	5
SGOG	11	39	28	22
JTZJ	28	11	5	56
LUZR	33	44	2	21
BVPC	5	2	54	39
ENVE	34	17	44	5
MXUW	27	29	37	7
VXOV	58	2	5	35
MHYS	42	47	7	4
LYDB	42	56	0	2
FEEY	89	2	8	1
XEVB	25	19	12	44
XAGM	96	1	2	1
GXMY	44	13	2	41
YRUW	43	37	12	8
TJXS	86	2	6	6
CDQE	56	19	12	13
YWPL	51	24	24	1
HSAL	95	4	0	1
NAFV	60	24	2	14
QJUC	30	8	8	54
UVTW	78	11	0	11
UEKX	15	53	14	18
QXGX	23	49	16	12
CLJZ	84	5	3	8
MVIF	37	52	5	6
XGPE	38	57	3	2
WVXL	97	2	0	1
MNFB	48	27	17	8
KKXY	18	59	7	16
JBSU	79	20	0	1
QRTV	71	25	0	4
PLNW	65	10	0	25
HDDX	30	56	6	8
WRFF	20	32	23	25
TERE	72	6	18	4
WMGT	64	16	15	5
YJBN	42	17	2	39
XPWM	16	21	48	15
ZNQN	49	37	11	3
GWRY	5	13	35	47
RXDR	34	46	18	2
HDRU	10	38	44	8
PUSO	98	0	1	1
YPGD	72	27	0	1
NJPJ	16	53	7	24
STVV	55	38	4	3
JZSK	30	68	1	1
BZJC	4	52	32	12
HWNQ	73	5	16	6
TBLY	79	13	7	1
AWTK	23	13	37	27
QOTK	98	0	0	2
KGHC	8	46	17	29
WIEV	64	33	1	2
XHLN	35	49	0	16
DPRV	37	9	37	17
ITFT	18	26	21	35
VDVS	11	46	6	37
OOPP	24	74	1	1
GHXQ	27	30	11	32
QQHS	35	45	11	9
OZCM	61	8	2	29
DQUG	23	67	5	5
BBGD	17	80	0	3
LHCX	90	1	1	8
NNAT	81	11	0	8
PNDQ	75	15	1	9
RDKB	53	32	8	7
OBOE	72	14	1	13
RZOS	10	82	5	3
CUMK	29	40	14	17
OCNK	35	61	3	1
ESWJ	43	33	22	2
MLPC	6	85	8	1
NOXR	70	14	9	7
IYQG	12	10	1	77
YBUJ	57	14	14	15
HRIR	33	46	12	9
JXIF	65	20	0	15
OPTQ	46	9	38	7
UGDI	46	50	2	2
JUSM	58	17	6	19
XPZJ	77	22	0	1
BHAM	54	0	18	28
MASC	14	54	16	16
LFJW	76	1	22	1
CQTB	16	63	13	8
ATHR	19	70	8	3
ZDWY	92	1	6	1
UZJL	77	17	2	4
JQNA	90	9	0	1
QGKJ	24	56	9	11
GLKY	77	17	2	4
CMYV	95	0	1	4
QJQK	99	0	0	1
DURH	86	10	1	3
WLOR	37	24	21	18
OYMZ	98	1	0	1
DOEY	88	7	0	5
XTZG	54	39	0	7
RTRX	99	0	0	1
AKEO	72	20	0	8
KEKA	20	26	52	2
FNIZ	11	27	60	2
SOLV	53	19	24	4
FVCZ	86	1	1	12
EZJE	91	8	0	1
PPGI	52	7	18	23
FIYW	82	4	4	10
VTTE	33	13	11	43
JIAI	24	65	0	11
NYVF	39	30	3	28
ZFMA	25	33	41	1
MECB	83	13	1	3
GQZP	70	7	5	18
HFAH	29	28	30	13
JCRL	75	5	17	3
NGEB	76	5	16	3
DXHK	7	67	6	20
IVQR	23	66	7	4
ZMTY	4	27	7	62
BLQC	56	19	18	7
JVNY	3	36	8	53
ISWF	66	15	0	19
GBTN	34	13	29	24
UKDS	94	4	0	2
MRIN	29	36	33	2
ACTF	48	28	15	9
UWTJ	82	0	14	4
JWOF	23	13	38	26
KKFC	60	1	32	7
ANSJ	93	0	1	6
YZIW	66	30	0	4
NJIC	71	8	2	19
UTHB	33	23	28	16
SNCW	49	42	6	3
JAAX	94	3	1	2
XGJO	29	42	24	5
AWZX	75	18	1	6
TLHP	75	14	2	9
MGZE	6	25	12	57
JIFU	70	20	8	2
NYMB	75	19	4	2
QCZT	10	44	27	19
PSHE	0	20	34	46
AJKF	32	45	14	9
OTDB	3	33	14	50
MVOA	78	10	9	3
DZLY	77	13	7	3
QYPS	48	24	14	14
OCVL	12	8	6	74
JWRB	14	31	5	50
XSEF	70	17	11	2
KZHO	7	80	12	1
VNJO	87	8	4	1
TTOR	39	45	12	4
DTXQ	22	52	19	7
FKMU	87	8	0	5
COXB	23	11	35	31
IING	67	5	4	24
ZQOI	85	1	3	11
GJXW	18	16	39	27
DWUA	3	76	13	8
FRPE	59	9	25	7
KKJO	52	27	4	17
UXMA	54	40	5	1
EZFB	95	4	0	1
LTGQ	36	33	24	7
YZDG	88	5	5	2
ZOHR	61	14	9	16
ZHZM	90	7	0	3
SKDQ	30	41	27	2
RCXE	5	42	44	9
YITR	38	0	11	51
LXKI	55	36	4	5
LHDM	74	19	1	6
OAQP	90	8	0	2
LKNO	92	4	0	4
ZFVN	76	20	1	3
NTHT	77	10	2	11
VTRH	68	19	4	9
HDCM	12	76	0	12
MWUQ	29	32	17	22
BIYZ	92	7	0	1
HIVD	41	5	33	21
QVGG	90	6	2	2
CTAQ	96	1	0	3
WNCM	1	77	16	6
LTIT	66	11	0	23
VGJS	76	9	13	2
BNKK	80	15	4	1
OYIY	69	0	13	18
USQK	31	59	1	9
CYMG	30	45	6	19
NRYF	88	1	8	3
ASCF	0	77	20	3
UZUZ	31	41	0	28
NSHL	52	33	14	1
OXEM	12	62	1	25
GKTV	87	8	3	2
ZOFI	9	25	18	48
YRGZ	4	25	69	2
YQTJ	44	44	5	7
VYSW	5	79	8	8
OBEL	96	0	2	2
DCDL	42	41	10	7
GXNC	45	3	16	36
UALL	83	6	2	9
QMLA	44	41	5	10
QCOC	4	44	42	10
NPYA	8	75	9	8
BFUP	76	5	14	5
BSZD	86	4	4	6
QSKZ	96	0	2	2
UYZK	60	19	6	15
KNLT	54	27	11	8
HQLR	52	30	10	8
KOZE	12	27	53	8
XOAD	59	39	0	2
GVFE	72	13	9	6
FOJI	73	24	1	2
CZIL	58	1	16	25
KAFM	17	33	24	26
ZKQY	64	12	0	24
VFNU	16	77	1	6
ZPWK	41	30	23	6
PSRA	92	6	1	1
UZRO	6	15	16	63
ETJC	55	15	7	23
TUQL	11	18	29	42
LJCT	88	7	2	3
RYYS	49	7	1	43
GWGC	76	23	0	1
WMHW	17	46	31	6
YAPV	64	16	7	13
QPUE	50	40	4	6
ULJB	20	19	30	31
YKIJ	22	46	18	14
WUXS	9	51	30	10
XJXW	68	21	6	5
GMXG	16	27	2	55
BYVZ	32	23	44	1
QGLK	86	10	3	1
UXMK	25	53	19	3
BLFN	57	37	4	2
XKCB	26	39	27	8
WCTU	21	61	5	13
CLLV	89	9	0	2
PLWX	61	6	0	33
MQLT	46	16	27	11
VJJP	24	73	2	1
USQA	93	4	2	1
ATSR	3	19	25	53
ZGDQ	35	51	5	9
MIAT	47	29	6	18
CCFQ	87	6	5	2
SFWR	57	2	19	22
WSBL	10	35	48	7
DFYX	18	46	12	24
KPHL	4	65	28	3
RMAE	66	18	3	13
AHZU	73	24	1	2
PYIJ	16	32	49	3
WHTR	97	1	0	2
QPFN	37	34	5	24
GBGL	84	10	0	6
YZCL	65	25	8	2
RZCW	28	70	1	1
FGMS	10	83	2	5
RTGJ	35	26	13	26
XBYI	75	20	4	1
HRGI	71	13	15	1
QDRC	56	18	0	26
UUTT	70	22	1	7
GWCH	32	32	26	10
XEON	16	69	13	2
PFJK	44	23	2	31
PPGU	99	0	0	1
GEPB	6	66	1	27
UDAK	99	0	0	1
ZDOK	57	3	6	34
OJJG	32	12	35	21
HVNI	15	52	21	12
ZYMC	12	77	8	3
BJAL	20	29	31	20
MSJK	23	74	2	1
VGUT	52	20	14	14
IMBV	60	2	0	38
EBIL	20	28	25	27
ZJVD	81	0	15	4
DDXX	64	34	0	2
SSJP	45	14	30	11
WYPP	31	41	8	20
QBZA	60	8	26	6
WZQS	41	43	3	13
JDYY	9	78	5	8
JYVT	9	66	3	22
KFNN	40	29	15	16
BYXA	74	8	15	3
STXB	54	26	10	10
URQF	74	22	1	3
