Name	YKVQ	DEXE	ERWN
CHPN	20	0	80
POQU	64	14	22
VEXJ	79	0	21
JQRU	86	5	9
FFFK	69	20	11
AKQI	9	83	8
BMIT	69	20	11
HBXG	14	48	38
YVXA	33	36	31
CILF	30	69	1
UFWZ	76	6	18
UMCZ	30	22	48
RQXZ	47	43	10
NZBQ	44	47	9
TABB	23	59	18
MVEI	93	3	4
UIHQ	44	37	19
MYNP	32	48	20
QCVP	70	9	21
YETA	23	58	19
FSGI	50	23	27
DISL	20	12	68
OWOK	16	41	43
IDRI	45	7	48
YXDW	39	46	15
TTCN	41	43	16
KELB	45	54	1
AEXR	4	78	18
UOAG	70	2	28
BWGD	37	38	25
IHYY	68	14	18
BBMU	98	1	1
AGSS	32	17	51
FGWI	8	78	14
TMBZ	44	30	26
MHUW	74	4	22
BCNL	61	0	39
JZOA	22	33	45
KJOZ	89	1	10
TAFC	16	17	67
KBPY	31	47	22
FENN	66	8	26
TUQW	96	0	4
HTGQ	59	3	38
ZMKR	9	67	24
YYYH	6	50	44
KLRW	80	0	20
XWRH	23	9	68
MXAC	79	8	13
ZTMN	92	6	2
HNCU	58	30	12
IMSC	44	29	27
LKYF	71	21	8
KRGH	20	14	66
SWDN	32	20	48
BXNV	59	11	30
YDHZ	99	0	1
KJMM	65	13	22
LTBT	10	20	70
OAIX	7	68	25
OUDK	5	50	45
APVR	26	43	31
LKSM	86	11	3
SFFT	6	54	40
GHUH	28	42	30
YABO	40	12	48
QAHY	47	2	51
OUMM	30	47	23
NBDM	18	71	11
OUSO	15	63	22
TTIF	72	6	22
NXAM	85	12	3
OUTD	20	23	57
CUZC	73	6	21
LMVE	1	60	39
MBWO	19	58	23
TIBG	94	2	4
RBFH	92	3	5
DKPL	46	20	34
TQAC	77	5	18
KJWK	1	77	22
ZZPA	40	51	9
GWVP	44	38	18
ADOL	5	58	37
AAPM	80	11	9
SQOU	84	9	7
NGAK	33	62	5
UCZT	19	50	31
NEEI	6	58	36
RYHH	39	59	2
EMEA	30	52	18
HLZG	6	17	77
RPVQ	63	34	3
PHWZ	95	3	2
KKPY	11	79	10
HGWB	23	67	10
TUUG	43	42	15
QHCZ	66	15	19
UBIJ	65	4	31
DFNO	62	35	3
EJIC	94	4	2
IPJY	88	10	2
DJVC	36	42	22
OKSD	14	4	82
OYPT	92	0	8
JEEW	8	7	85
KNJH	67	2	31
CWEM	21	23	56
HAVV	1	21	78
FBFH	53	46	1
FORI	58	29	13
RGHT	68	27	5
IGTR	1	27	72
WCTH	47	47	6
FNEY	68	1	31
WDZJ	8	10	82
KUHM	78	20	2
ANIZ	53	36	11
MNAY	40	25	35
GXCU	10	5	85
NTOG	88	6	6
WYEQ	27	16	57
ZKIU	28	69	3
OFZK	46	8	46
AYTO	10	16	74
AQRF	95	0	5
JUQU	12	51	37
PWGU	93	0	7
CMPD	20	69	11
CDGK	21	74	5
VHVZ	60	26	14
OULH	40	30	30
IUCK	79	12	9
XFAT	45	35	20
OXKV	14	72	14
UYOR	96	3	1
TQGP	26	11	63
OVBC	79	8	13
TRIR	51	0	49
YCVF	40	42	18
GSQP	49	22	29
YQVH	64	5	31
JHYW	16	53	31
OLCZ	4	44	52
NDLO	76	21	3
ZOFO	35	35	30
NZIQ	17	13	70
QMAE	30	14	56
BBXF	62	35	3
QGRE	7	35	58
ZJWY	29	7	64
YVYK	35	12	53
HYHY	37	35	28
LJVG	50	34	16
YUYH	91	0	9
WIXY	62	30	8
HREY	22	38	40
GQSS	90	6	4
RSWC	74	18	8
OTWE	96	2	2
EQXW	54	0	46
HJIM	64	24	12
KNDI	98	1	1
ZGWG	61	8	31
FTPE	37	54	9
YCSR	74	15	11
PKCR	42	31	27
IEBF	72	6	22
PGUA	19	59	22
QXAR	64	28	8
LDZM	52	26	22
ZSTO	71	17	12
THUI	92	3	5
EAAI	59	4	37
CYXZ	1	81	18
OXTI	25	23	52
OWRN	22	0	78
MAOE	26	66	8
YIZP	50	31	19
TCNW	38	36	26
QZSY	0	79	21
VLBM	76	1	23
TRUA	84	9	7
PXRA	5	66	29
VYKD	54	6	40
USMB	86	3	11
HOAT	34	55	11
WLOY	83	14	3
VTGY	27	34	39
YQYA	9	5	86
KSWX	70	1	29
PSVO	73	7	20
OVOV	15	52	33
EXCO	29	57	14
XVLZ	13	20	67
IHMZ	34	41	25
ZYTM	32	9	59
AHAZ	41	25	34
XCMI	85	2	13
YVKB	1	85	14
QPOO	22	34	44
UOMY	85	2	13
WRPZ	54	0	46
UXLZ	8	2	90
TZLH	2	52	46
FXYW	86	9	5
OLBO	19	67	14
YZGH	43	10	47
PYHK	27	8	65
LQNN	81	4	15
ANOY	70	28	2
GAUW	41	5	54
YFSP	4	9	87
UMOG	68	2	30
GVPV	43	13	44
EAQV	55	30	15
HZHH	1	42	57
KSOE	44	2	54
KWPL	76	7	17
RTVM	70	26	4
IKOO	70	11	19
LDRA	29	4	67
VMMD	86	13	1
NBKO	42	33	25
QTHI	15	67	18
WVHK	94	3	3
WVAE	74	8	18
JKON	61	11	28
WOXW	95	3	2
MUZZ	93	6	1
CDZX	16	41	43
UKNW	27	3	70
YJIB	18	3	79
ACDZ	47	32	21
XZWQ	91	1	8
PWWB	6	58	36
JMFB	76	4	20
TZGW	93	4	3
HKPY	95	4	1
VCQJ	99	0	1
QDMJ	26	30	44
EWHS	71	20	9
VZJY	23	38	39
JABG	34	32	34
OQXB	24	72	4
ZZMA	42	37	21
SKSW	69	2	29
IPSX	13	85	2
MWWD	0	97	3
DKUA	79	12	9
MCQI	73	19	8
FUOS	24	64	12
UMIZ	92	6	2
URNY	58	15	27
CVZN	90	0	10
WRPC	36	37	27
LZWZ	70	10	20
LUQA	35	34	31
QDMA	21	9	70
CONG	25	67	8
SRWN	83	9	8
GSDT	52	44	4
XUZE	48	42	10
SBMM	89	8	3
OWMM	98	1	1
BFTY	27	2	71
MYYC	77	15	8
KWQO	11	38	51
EYCS	53	9	38
LGUD	95	4	1
CUSI	70	10	20
FYNY	67	18	15
WQHV	6	1	93
DATB	31	2	67
SIRN	52	1	47
GJZY	0	99	1
YCEH	33	10	57
YFHN	84	14	2
XPET	99	0	1
GBLR	60	14	26
RRLM	69	9	22
PXQH	88	11	1
VWRP	11	8	81
TFMU	61	36	3
VMJB	72	26	2
NHMU	60	26	14
TLNY	92	7	1
GQSF	91	1	8
GQYJ	90	4	6
WXBM	63	7	30
YOER	75	15	10
MBGA	84	10	6
OVHO	51	48	1
FQOF	80	1	19
AEJC	92	5	3
PGVI	99	0	1
TPWC	73	23	4
XGUG	79	2	19
DIKB	26	0	74
QTTC	63	21	16
GKDN	39	36	25
VGVX	80	18	2
CDXR	31	39	30
HUJH	95	2	3
INZV	67	8	25
QQYH	85	4	11
TJVF	42	32	26
HFNL	96	0	4
CZLE	82	15	3
FZLN	21	68	11
QAOO	27	11	62
AVHO	91	8	1
TCJV	98	1	1
BWOV	71	20	9
VLVC	6	82	12
XGDZ	57	17	26
ZSYJ	44	7	49
WNBM	43	42	15
NKZS	44	19	37
HUIW	73	22	5
IXTK	68	21	11
UUNY	83	4	13
USLL	95	0	5
RIAC	57	28	15
XEUU	67	25	8
CDZC	4	50	46
JMWJ	70	20	10
GOOS	90	7	3
XWVD	20	32	48
VGJC	50	25	25
WZCS	87	9	4
GRRX	5	45	50
IHQI	83	0	17
CEHB	88	9	3
YYXP	29	55	16
EHZJ	49	37	14
PNRW	45	12	43
CAUJ	82	16	2
UMKI	0	34	66
FVCH	78	20	2
URKW	73	20	7
NZUX	76	7	17
IGSB	94	5	1
APDZ	81	15	4
JVHQ	12	58	30
QHST	7	72	21
VFHA	84	13	3
DWSC	99	0	1
QEXF	26	14	60
VUWP	49	45	6
MWVD	25	34	41
PPEX	21	56	23
PZTG	86	13	1
CHWN	98	1	1
UKBN	93	1	6
XGTK	53	45	2
AAQG	49	20	31
PSZE	63	10	27
MOYY	49	11	40
BZXX	33	56	11
KBQW	99	0	1
ZFLU	25	63	12
IVUL	89	2	9
ZPUT	6	37	57
JZTN	35	35	30
BDRU	83	7	10
TTSZ	18	35	47
VSHC	61	25	14
LPCQ	90	7	3
BRAG	51	0	49
FMVX	69	3	28
ENZJ	70	4	26
NZLJ	90	3	7
CGKC	7	70	23
LLFY	73	4	23
LMFS	76	17	7
PYZE	92	0	8
RCWY	10	81	9
HSTQ	14	21	65
PDKC	42	15	43
XFUV	92	1	7
YUFS	75	23	2
JYIH	42	56	2
WNII	65	1	34
KUJZ	11	56	33
INNT	25	54	21
HVER	0	29	71
RPYV	25	14	61
XISK	20	72	8
XPOT	41	7	52
WZSP	39	14	47
KQSP	2	56	42
VFNB	62	2	36
CPOE	5	76	19
XXIQ	81	12	7
ENLB	79	0	21
PCES	39	37	24
MHHD	61	38	1
KWZM	68	25	7
PSXX	68	16	16
YUVB	43	28	29
DTKM	44	30	26
WJFY	65	26	9
NUHI	24	70	6
RSVQ	45	4	51
DSKR	78	13	9
ULWU	99	0	1
PXLL	59	12	29
PRBE	37	57	6
FPNX	35	47	18
RNII	33	49	18
DFPP	14	17	69
WSUL	73	8	19
MGCN	2	78	20
AZIM	45	9	46
CXCD	12	41	47
NGPS	27	29	44
SANW	27	47	26
DUWE	39	5	56
QDNN	29	25	46
KRTL	48	13	39
CTPI	89	5	6
TUZS	81	18	1
HESR	37	41	22
HXMA	52	47	1
ZAZF	30	43	27
RHOG	75	13	12
AUXK	43	34	23
DXIN	22	8	70
RSHC	13	49	38
TCFQ	34	57	9
NOMJ	4	50	46
LALE	65	19	16
TWMX	88	7	5
RMUW	54	27	19
IPDZ	50	32	18
IKLA	90	8	2
DTWU	5	18	77
RNBS	31	18	51
CWFQ	96	3	1
CQZX	1	45	54
JMNU	85	3	12
CTZO	75	3	22
TWKP	17	3	80
NQGX	86	8	6
LRLO	93	1	6
XGTK	43	32	25
RXQV	61	22	17
HNCC	87	1	12
MMMY	35	25	40
EMPX	32	11	57
UNUS	66	17	17
JIKV	92	2	6
KSAS	58	14	28
NJVI	9	41	50
UYXJ	21	75	4
YUPM	2	7	91
UPWP	71	15	14
SQOF	53	29	18
JMXH	37	60	3
JMLJ	90	7	3
QACM	87	1	12
RYSY	92	7	1
MYQG	63	16	21
XPKG	98	1	1
BRKQ	12	48	40
QKSE	96	2	2
LFTK	51	29	20
YLOX	80	8	12
HCVZ	45	16	39
HJAK	41	11	48
TBUD	29	35	36
HIYY	83	6	11
RMCV	31	37	32
DDWZ	32	2	66
SQZK	86	8	6
SBVO	67	15	18
VUEB	62	18	20
MJGL	30	67	3
FMBM	23	20	57
IUST	44	35	21
NXLJ	24	59	17
PDVQ	99	0	1
KCNJ	47	51	2
UGJA	18	31	51
OFVO	23	69	8
TBIN	53	34	13
ADCM	85	2	13
DPMN	8	14	78
TYHT	96	0	4
HNSB	80	0	20
ZBWY	87	12	1
EWOU	34	22	44
WIKE	86	8	6
XADQ	79	6	15
PZCE	23	0	77
AZIC	50	40	10
HFSN	33	14	53
QZPY	90	6	4
UDRC	16	65	19
XIGP	32	60	8
WAQN	75	9	16
ATVP	86	9	5
WJRX	2	81	17
SQCL	38	7	55
JXUO	18	15	67
OSXV	66	10	24
PCFF	93	0	7
VEGA	24	60	16
CZHL	88	8	4
ULQN	18	69	13
PMOQ	5	14	81
TASJ	32	63	5
QMSY	60	8	32
WIRZ	44	11	45
XDVF	4	22	74
RBXJ	62	17	21
OFCC	25	16	59
CSRJ	79	8	13
ZWVL	64	30	6
EPAJ	73	25	2
IOZM	70	7	23
AGWG	37	25	38
CUCL	89	7	4
OOIL	25	14	61
KFKB	18	3	79
KFLE	77	16	7
GQAK	31	36	33
NSML	34	57	9
TTRI	81	3	16
PXHU	6	45	49
WZCV	83	3	14
YXAJ	19	21	60
SEFU	89	6	5
SZXO	31	30	39
JCJG	56	38	6
KLON	54	16	30
LSWH	48	21	31
WJNL	59	26	15
ZVZT	8	8	84
PHQQ	47	38	15
URJD	95	3	2
SEQW	34	12	54
RKMM	66	31	3
XYNS	29	52	19
XRJM	93	1	6
SVGD	49	41	10
BTLU	72	11	17
ACMU	6	63	31
PDQS	72	15	13
FCJQ	22	21	57
KFGJ	17	44	39
YOXR	41	53	6
NDFC	68	6	26
GCPR	86	11	3
PZCR	92	3	5
LLNE	39	30	31
ERXY	85	7	8
TYSS	21	47	32
JCKE	37	8	55
RSJL	77	4	19
LGQM	24	74	2
JJTS	93	0	7
HIFC	92	7	1
CWTM	33	54	13
AGBK	49	34	17
DSWS	48	31	21
XGST	35	56	9
WREJ	88	0	12
XOUL	35	58	7
LZYU	46	53	1
XZWB	54	10	36
DOVQ	18	53	29
GJNX	62	25	13
QRJA	49	47	4
XSJZ	28	37	35
RCUS	80	7	13
AUCY	20	24	56
GHJD	20	79	1
KOIG	15	67	18
QXMY	14	72	14
WEHH	95	0	5
WNOD	88	9	3
OSMB	76	5	19
OUNJ	57	31	12
ELYA	7	82	11
XCRH	9	1	90
AYIH	26	49	25
LGRN	68	14	18
IOEH	38	22	40
IMPO	11	47	42
DWLR	23	61	16
EHPL	4	80	16
XGNV	92	2	6
CRTM	68	16	16
TQSH	93	4	3
KMVU	15	35	50
FUAW	35	25	40
WWNI	38	8	54
WNOH	47	24	29
UQEY	92	4	4
CWJZ	2	57	41
ACCC	60	5	35
HFHJ	64	28	8
ZKGO	44	24	32
CDZJ	99	0	1
GHWK	77	11	12
AWWY	29	19	52
ATXK	97	0	3
DLZJ	93	3	4
JNLY	89	9	2
PRCP	84	5	11
HXLV	33	51	16
YBDZ	54	31	15
NRET	20	44	36
NWJJ	4	23	73
BCZY	34	41	25
ELXP	11	7	82
VICF	41	52	7
KKZT	39	13	48
TWMO	5	92	3
YYWF	74	6	20
UZSM	79	2	19
UYOC	92	6	2
LILM	95	3	2
GIST	22	37	41
EQKY	62	6	32
GPPW	41	25	34
EXPW	96	1	3
RQYP	9	68	23
NMZF	93	2	5
NBTF	30	12	58
SVIJ	84	4	12
GOXA	30	3	67
BKJG	8	52	40
OONQ	41	8	51
FBRE	34	23	43
RYPK	16	9	75
CHUQ	33	35	32
WMEY	13	47	40
BGZF	68	23	9
QCLF	17	66	17
QCFN	37	22	41
LQFG	15	67	18
TXGZ	78	20	2
YHXD	11	7	82
KMGW	77	2	21
RXCA	0	23	77
HICV	49	25	26
IUCE	43	44	13
MQHM	24	68	8
XMZD	13	79	8
CPWD	55	10	35
RTXA	70	14	16
VDUK	80	6	14
ZFAM	36	7	57
UFRF	10	46	44
GEEF	70	27	3
QFGW	48	34	18
WMYV	66	3	31
DMRR	15	77	8
WQFT	33	23	44
OMRK	74	14	12
HQKW	77	14	9
BDTJ	61	34	5
EZNO	8	56	36
VPZG	32	5	63
SXWX	29	1	70
AMTK	53	2	45
RGSB	60	1	39
ENAI	57	15	28
VZJB	56	6	38
OAHI	16	74	10
TEVS	35	9	56
DTLM	88	9	3
XTZY	9	74	17
BJIN	7	28	65
QZXP	85	7	8
TICV	33	29	38
FLEW	19	66	15
YICO	14	69	17
EPYM	28	56	16
OGCN	9	34	57
GOXY	73	14	13
TBLO	74	16	10
QEEM	57	32	11
ECVC	43	14	43
PHBI	26	6	68
JSJU	64	23	13
XAPO	81	1	18
JPWH	81	2	17
PCRI	32	0	68
ODCQ	34	29	37
MLUI	19	3	78
HWNN	58	24	18
EQGT	71	23	6
KHMY	69	5	26
LAJI	24	39	37
OGRD	8	35	57
HBKV	99	0	1
OCMC	18	58	24
TUKH	23	3	74
ZOSP	90	1	9
RYQA	97	0	3
XANW	47	35	18
KPHN	37	38	25
RIVR	59	18	23
CGAP	16	45	39
RRDG	14	3	83
IOCE	17	14	69
EWIT	89	7	4
TMED	92	4	4
JAJE	91	6	3
HHWZ	21	63	16
NELG	18	67	15
MNER	47	38	15
DJJJ	85	10	5
KOTP	88	1	11
SEQK	88	10	2
IFQN	22	56	22
EMHI	62	15	23
KRNQ	2	54	44
JXLE	59	27	14
BYHI	56	0	44
ECQH	34	18	48
CQDQ	19	29	52
KBXI	18	16	66
PBDB	4	94	2
KEPZ	44	15	41
LWYG	14	45	41
UCIG	53	18	29
LSSC	76	13	11
TTTC	72	13	15
WCBQ	87	2	11
RCEW	20	25	55
LDXK	53	3	44
WJOT	64	11	25
GIKB	21	56	23
NJDL	38	1	61
MEFD	56	18	26
FONK	64	22	14
QJFR	21	29	50
YDMS	37	34	29
UQXM	34	55	11
EATW	92	2	6
WSUD	55	3	42
VWST	40	51	9
NVDU	48	13	39
OTUR	35	59	6
NSFR	22	49	29
WULV	81	9	10
PVPK	90	5	5
VAGA	96	2	2
SKNM	30	13	57
PEJW	58	34	8
WDQB	88	7	5
KRAQ	20	52	28
REVG	83	5	12
RNTS	96	3	1
DKMG	23	48	29
DSGT	52	36	12
WUDP	60	11	29
MBEW	82	2	16
JIIA	18	6	76
BDEU	93	3	4
EELJ	51	24	25
KXQB	39	3	58
EBXM	21	72	7
QGOI	88	10	2
HCNE	67	12	21
OBVQ	44	24	32
VDNS	45	49	6
MHYH	84	1	15
EPYG	14	57	29
YVHN	9	37	54
ZGGG	50	16	34
FNQL	64	3	33
KYVR	86	8	6
ZZGK	98	0	2
LHYE	72	17	11
DHAD	73	6	21
RFUP	7	28	65
MSYV	87	2	11
WHYR	55	4	41
DOGE	81	3	16
KBVZ	31	23	46
BGFP	99	0	1
VJXY	92	2	6
DPLS	30	31	39
RMTY	97	0	3
ZMKP	21	3	76
NMKP	76	14	10
ZHHI	85	2	13
EFQZ	5	19	76
TRSJ	32	58	10
PDHA	60	19	21
GGEW	44	24	32
WNWV	74	0	26
EJPO	76	18	6
OALF	81	10	9
IDEO	0	62	38
IYRU	5	58	37
AHTE	11	48	41
JYXS	18	78	4
GBJN	47	31	22
BBKQ	56	13	31
GHMF	49	41	10
JJIZ	53	22	25
AJXX	84	13	3
QPYF	30	67	3
GVMB	74	25	1
FKSL	92	6	2
BDLC	32	54	14
QGNX	46	5	49
SDFO	99	0	1
JBAN	98	1	1
IHQI	78	3	19
TPLC	84	11	5
KNHD	55	1	44
LIJJ	35	38	27
UQKT	9	78	13
UNDU	77	0	23
EIMJ	16	73	11
QQHN	12	42	46
RFNZ	8	59	33
IZYB	54	6	40
SZNP	27	23	50
OQTG	97	0	3
OCEM	72	20	8
HGNY	9	80	11
JVLN	45	44	11
CDUI	64	6	30
JBJZ	93	3	4
TKFH	40	59	1
MVGG	74	7	19
PUWQ	22	34	44
WBEY	17	70	13
LFLZ	11	60	29
JIIA	19	55	26
RCLL	2	60	38
OVJM	72	23	5
HTVX	9	78	13
HUGJ	83	3	14
OMSO	87	5	8
YOPF	95	0	5
ALBO	36	21	43
MYMP	69	11	20
WLFL	73	10	17
LHGG	88	6	6
XAZY	54	7	39
GCUR	91	5	4
VTLX	91	8	1
SZUJ	71	12	17
FMVF	73	18	9
XTOM	67	11	22
JNKI	35	37	28
OENO	63	36	1
YOJI	54	42	4
TNHN	72	1	27
IAJD	76	3	21
CIBC	53	18	29
NJPF	78	11	11
XRWV	27	12	61
HOFQ	73	3	24
BVUJ	1	32	67
FLKJ	46	16	38
YWAZ	84	3	13
HOTT	62	2	36
EMTF	81	3	16
YLPY	3	68	29
PDIH	99	0	1
DOFO	91	3	6
DISA	33	12	55
KHFT	16	46	38
PAQF	42	0	58
SAVI	35	44	21
VAOK	63	2	35
WQOI	4	45	51
MXDK	52	35	13
NWZU	69	30	1
SYDF	84	14	2
PVZA	17	26	57
QZRD	87	6	7
ZGZE	71	14	15
XHMC	81	9	10
SBIP	70	21	9
ZRUQ	73	5	22
MLTU	77	12	11
CJZM	79	9	12
ZOFP	31	37	32
LNAN	34	8	58
ABHY	15	18	67
TJNT	68	8	24
UCNY	99	0	1
MFGW	58	6	36
NJIG	20	17	63
EZCP	79	15	6
GDFU	72	12	16
YGWY	83	3	14
AMNP	2	11	87
WDMD	44	44	12
WMDH	57	30	13
EEHV	67	28	5
FSMV	94	2	4
HOND	24	53	23
SPYZ	73	18	9
GDRK	90	2	8
HQRD	75	16	9
YFVR	38	20	42
QBEC	82	15	3
HTGL	59	40	1
UELQ	55	23	22
EUUG	52	15	33
SDVV	18	4	78
WBFP	36	42	22
MDIV	13	12	75
AVAR	37	35	28
GIQH	48	31	21
NJOW	41	39	20
BLOE	57	23	20
TEVT	13	35	52
FJQR	25	51	24
HAUG	59	36	5
KPOP	9	0	91
DQSQ	75	17	8
PVGM	90	2	8
TMEG	8	12	80
YWCW	58	16	26
XVWR	78	21	1
ZEBV	63	19	18
ROPZ	7	41	52
KUCO	51	5	44
SEML	66	7	27
XGAI	74	24	2
VXAH	49	38	13
DXWQ	55	23	22
NZUR	44	44	12
HJHT	98	1	1
MOMV	93	2	5
MJVR	12	16	72
KDHJ	39	36	25
GBPZ	89	7	4
LFVG	2	38	60
QCXK	79	19	2
GIZM	15	17	68
SWWP	24	23	53
MYYS	49	47	4
ANRU	40	42	18
OGIK	1	4	95
HAIJ	8	7	85
QUXK	26	1	73
VVZN	73	2	25
LYPZ	39	17	44
HLXG	92	7	1
WHWV	31	16	53
ZDWW	8	66	26
APGQ	97	1	2
TANG	97	0	3
MHQB	7	58	35
EJWZ	53	45	2
EANT	55	26	19
GOWW	94	4	2
AQMJ	53	42	5
JQIU	34	1	65
QXBF	70	21	9
WBBH	46	51	3
BZMX	0	41	59
FPJV	2	40	58
DVVY	61	35	4
QKRM	11	56	33
NAWD	98	1	1
STFN	30	38	32
KLQX	54	34	12
RUXQ	8	81	11
XYLE	63	2	35
HOWV	39	0	61
OCQL	10	24	66
FQNH	52	7	41
HTWY	83	5	12
TWYZ	22	4	74
MODD	24	58	18
RPBQ	36	28	36
DFRQ	42	27	31
JQKH	88	10	2
FISO	8	47	45
BOWO	97	1	2
DCJT	59	38	3
CRJK	81	11	8
QDLL	60	23	17
QFRG	91	8	1
BDMO	54	36	10
POGD	46	17	37
CQBL	19	18	63
NVNC	90	9	1
BPYH	91	6	3
XXEM	68	14	18
LNCP	82	4	14
JNRD	36	62	2
OFAL	72	3	25
JZFO	49	47	4
VHQM	23	42	35
EQYO	99	0	1
CYZG	72	11	17
HYGZ	74	18	8
TLFB	8	65	27
GXAE	74	13	13
QXHC	96	2	2
AZFI	33	53	14
DDGV	24	42	34
RWOX	71	22	7
JCOG	33	5	62
QYEL	61	32	7
DEZN	97	2	1
NKCK	94	5	1
MKRM	50	44	6
ZSEM	75	21	4
EUQD	70	12	18
QRNK	70	2	28
PDWT	40	17	43
RZDP	77	21	2
KEKH	47	47	6
RQKC	35	12	53
DJSS	77	6	17
LBSP	86	4	10
AFIW	79	16	5
TOZS	71	15	14
ZIEP	75	1	24
QNUR	62	1	37
PZEW	14	61	25
FVHB	27	18	55
PUVQ	35	50	15
FLRE	71	13	16
CVHQ	94	2	4
OIPH	29	58	13
PWLH	49	45	6
GXBY	3	94	3
FADA	47	9	44
JKGT	74	7	19
LOWY	49	47	4
RHMA	2	46	52
JXYT	93	5	2
KEVI	43	52	5
FOWK	91	7	2
OWDD	85	13	2
AHLD	27	53	20
MEZR	66	18	16
GPML	33	38	29
MCDY	73	25	2
BGKP	45	8	47
IFBA	72	17	11
JHXC	82	4	14
YNXH	16	25	59
KCNO	63	27	10
UCOM	4	1	95
IWTV	33	29	38
MGWV	8	4	88
RKHX	0	20	80
BTCC	22	27	51
QUOI	21	50	29
CXGW	73	25	2
NCFL	81	17	2
KOAM	87	2	11
MXCJ	44	15	41
YGQK	21	43	36
WEAG	76	4	20
VURI	38	56	6
APYE	66	23	11
IDXJ	85	4	11
OSLY	95	2	3
HDWQ	58	27	15
XEUV	66	2	32
ODNE	33	57	10
ITPZ	5	7	88
QNIS	67	1	32
TWVF	3	25	72
AJAH	26	35	39
XNMV	80	14	6
UKKP	62	7	31
WIBU	1	6	93
IFNT	5	75	20
GICG	15	82	3
WAMD	5	50	45
PVSP	91	2	7
QEGQ	32	47	21
FFJY	95	0	5
ZEMR	57	20	23
QOGK	72	16	12
STHN	18	16	66
JTHF	8	80	12
OPAK	5	88	7
QXCL	14	76	10
BYFG	96	1	3
BGLR	94	3	3
KRAD	59	8	33
UTCP	11	86	3
MFMH	79	16	5
NGQK	46	13	41
ZCUY	16	71	13
KXRL	98	0	2
XMIW	66	13	21
UMVG	77	17	6
WTLR	15	57	28
YAFU	17	40	43
KWPG	18	18	64
HAFC	39	19	42
MQPF	59	40	1
KSIB	5	38	57
KTTZ	49	49	2
ECHV	45	44	11
VOHP	96	3	1
NUJC	17	43	40
CSLF	36	29	35
DJUE	82	7	11
MING	91	2	7
AQEU	40	1	59
SVTP	52	13	35
BHPF	91	6	3
NZTV	69	2	29
AQTW	11	58	31
FGWB	7	49	44
IHIK	51	27	22
SOWN	13	45	42
WHKT	72	26	2
OFYC	77	17	6
HVSC	36	16	48
KZFB	87	8	5
LDLE	11	11	78
FMNF	1	83	16
GLNY	53	40	7
OFNO	12	60	28
WQFP	10	15	75
HUKU	33	40	27
MJCV	90	2	8
GBVW	84	14	2
TMLJ	47	34	19
CWAU	33	33	34
XPKI	93	1	6
LMDY	44	10	46
UTIG	30	4	66
WAUH	86	8	6
TYIT	67	15	18
PSAP	90	2	8
XYDP	40	21	39
UUBG	58	30	12
IWOY	91	2	7
SQTU	59	40	1
XSUR	32	50	18
EEVA	34	24	42
YGPK	52	3	45
OMJP	43	46	11
XRUR	88	3	9
OCID	69	22	9
OCMH	8	37	55
XHNF	98	1	1
THCR	22	8	70
QIGZ	78	14	8
ZMHO	49	11	40
BVOX	84	6	10
PGKY	68	4	28
HRRD	95	2	3
EWXF	49	18	33
LPIV	33	40	27
DIUH	15	14	71
CVMR	9	87	4
SRQC	70	2	28
ZVNS	36	40	24
IVIF	44	14	42
CUYV	82	6	12
JZNN	3	10	87
DMTX	51	39	10
SIWG	83	8	9
BKZE	95	1	4
WXKF	60	12	28
AXWH	75	17	8
OMUL	59	35	6
WKIN	47	5	48
KWYL	74	10	16
JFBF	65	5	30
SXXL	88	7	5
YLOE	66	12	22
RQVC	28	38	34
AJKH	81	14	5
JPEL	91	5	4
RJVQ	71	19	10
ZLNS	54	1	45
NFEO	74	2	24
PGXN	18	24	58
TKCD	6	26	68
LNNA	49	15	36
OAXD	13	74	13
ZIUJ	76	14	10
OVWB	84	10	6
QEEN	90	3	7
OWJG	23	2	75
NNTW	99	0	1
ELDB	51	42	7
MJQN	55	11	34
LKRW	36	20	44
DBDP	57	12	31
MTCU	84	3	13
WSVD	86	5	9
NPQH	0	53	47
RBHD	81	15	4
JRDK	74	24	2
POWV	55	34	11
USNK	66	28	6
KHOH	34	51	15
RVBP	95	2	3
ZJYG	40	11	49
CLYX	56	12	32
NRAW	51	13	36
AGJL	69	16	15
HCIJ	72	25	3
WZQI	84	2	14
VNII	32	14	54
XNSG	74	17	9
TUIT	59	28	13
DORK	96	1	3
WSSB	1	57	42
REVW	4	93	3
ZRXE	54	7	39
UAIR	61	36	3
PCKX	18	23	59
MLOA	46	32	22
MVND	57	24	19
VXTI	80	18	2
UZAN	60	37	3
ZFCU	45	49	6
ETAO	36	38	26
KZFI	67	23	10
RRLU	83	12	5
EGIL	13	17	70
HZVQ	2	23	75
NRKP	95	4	1
OHND	93	5	2
SMIH	85	14	1
MFKK	62	7	31
PSQV	25	28	47
UTYY	81	18	1
IBSQ	22	43	35
EAIM	73	17	10
XZDX	16	69	15
WDBE	2	21	77
FTAE	36	11	53
XUQI	97	2	1
GVZV	20	48	32
XDAY	92	2	6
GXPC	10	62	28
YDAM	44	26	30
OAQD	56	42	2
AOAI	64	11	25
WAXL	28	65	7
FGVT	89	5	6
OURY	38	51	11
UTKM	28	13	59
YTOB	94	2	4
GYGG	24	6	70
UMWC	26	15	59
QUDE	55	34	11
HBEE	52	42	6
YJTS	49	26	25
JEHM	47	50	3
